,Year,Displacement (ccm),Power (hp),Torque (Nm),Bore (mm),Stroke (mm),Fuel capacity (lts),Dry weight (kg),Wheelbase (mm),Seat height (mm)
30708,1.0265279580533395,-0.3640810860747931,-0.16636749818207183,-0.19457754724885465,-0.045710384471491915,-0.35144685193566916,0.8153850874129532,0.17508966816989793,0.6216830644622906,0.20627205685128247
30709,1.1779925268148475,-0.3640810860747931,-0.16636749818207183,-0.19457754724885465,-0.045710384471491915,-0.35144685193566916,0.8153850874129532,0.17508966816989793,0.6216830644622906,0.20627205685128247
30718,0.2692051142457989,-0.3640810860747931,-0.20428443451810482,-0.19457754724885465,-0.045710384471491915,-0.35144685193566916,0.8153850874129532,0.20364391413603836,0.6216830644622906,0.20627205685128247
30729,0.5721342517688152,-0.3640810860747931,-0.16636749818207183,-0.3340739945399133,-0.045710384471491915,-0.35144685193566916,0.8041279314660672,0.17508966816989793,0.6216830644622906,0.20627205685128247
30730,0.7235988205303232,-0.3640810860747931,-0.19101350680049323,-0.3340739945399133,-0.045710384471491915,-0.35144685193566916,0.8041279314660672,0.17508966816989793,0.6216830644622906,0.20627205685128247
30737,0.5721342517688152,-0.3640810860747931,-0.16636749818207183,-0.3340739945399133,-0.045710384471491915,-0.35144685193566916,0.8041279314660672,0.2179210371191086,0.6216830644622906,0.1820300580250749
30742,0.5721342517688152,-0.3640810860747931,-0.20428443451810482,-0.19457754724885465,-0.045710384471491915,-0.35144685193566916,0.8041279314660672,0.2179210371191086,0.6216830644622906,0.1820300580250749
30747,0.11774054548429082,-0.3640810860747931,-0.20428443451810482,-0.19457754724885465,-0.045710384471491915,-0.35144685193566916,0.8041279314660672,0.20364391413603836,0.6216830644622906,0.20627205685128247
30748,0.2692051142457989,-0.3640810860747931,-0.20428443451810482,-0.19457754724885465,-0.045710384471491915,-0.35144685193566916,0.8041279314660672,0.20364391413603836,0.6216830644622906,0.20627205685128247
30749,0.420669683007307,-0.3640810860747931,-0.20428443451810482,-0.19457754724885465,-0.045710384471491915,-0.35144685193566916,0.8041279314660672,0.2179210371191086,0.6216830644622906,0.1820300580250749
30750,0.11774054548429082,-0.3640810860747931,-0.20428443451810482,-0.19457754724885465,-0.045710384471491915,-0.35144685193566916,0.8153850874129532,0.20364391413603836,0.6216830644622906,0.20627205685128247
30754,0.7235988205303232,-0.3640810860747931,-0.16636749818207183,-0.3340739945399133,-0.045710384471491915,-0.35144685193566916,0.8041279314660672,0.2179210371191086,-0.61928326294559,0.20627205685128247
30777,1.1779925268148475,-1.3660460744021976,-1.3038755882630613,-1.392254187562087,-1.7093391108477392,-0.7733186011839936,-2.1414945413025026,-1.459640913391642,-2.1404677933165406,-0.13311592671562333
30779,1.1779925268148475,-1.3660460744021976,-1.3038755882630613,-1.392254187562087,-1.7093391108477392,-0.7733186011839936,-2.1414945413025026,-1.406815558354282,-2.020374277760939,-0.13311592671562333
30796,-2.457157123461347,0.9825447910945568,-0.35595217986223676,0.5228327531051615,0.6751953969582153,1.6666963809549644,-0.5092069290039957,0.6605118495942853,1.102057126684696,-0.2543259208466611
30799,-2.0027634171768227,0.9825447910945568,-0.35595217986223676,0.5228327531051615,0.6751953969582153,1.6666963809549644,-0.5092069290039957,0.6034033576620045,1.102057126684696,-0.2543259208466611
30821,-2.608621692222855,-0.06273823244249101,-0.5644953297104182,-0.3340739945399133,0.06519819728692457,0.3212675590278756,-0.6968261947854332,0.04659556132226598,0.6216830644622906,-0.4482619114563216
30931,-0.4881177295617416,-1.0839138276889546,-1.1199784470333012,-1.1013044546407362,-0.48934471150515785,-0.34004491276679577,-1.0720647263483083,-0.26750114430527877,0.14130900223988516,0.03657806506782957
31541,-1.093976004607774,1.7170679968232931,0.6109296967066042,0.8416817754847242,1.0966480076401977,2.521841818620487,0.31819403309214395,1.2458738919001642,2.367042157203697,-0.7924982947884689
31543,-0.7910468670847578,1.7170679968232931,0.6109296967066042,1.698588523129799,1.0966480076401977,2.521841818620487,0.601499124422115,0.7932890933368385,2.367042157203697,-0.7924982947884689
31544,-0.9425114358462658,1.7170679968232931,0.6109296967066042,0.8416817754847242,1.0966480076401977,2.521841818620487,0.31819403309214395,1.4086330939071643,4.2004698280192105,-1.1318862783553747
31545,-0.7910468670847578,1.7170679968232931,0.6109296967066042,0.8416817754847242,1.0966480076401977,2.521841818620487,0.31819403309214395,1.4086330939071643,4.2004698280192105,-1.1318862783553747
31546,-0.4881177295617416,1.7170679968232931,0.6109296967066042,0.8416817754847242,1.0966480076401977,2.521841818620487,0.31819403309214395,1.4029222447139367,4.2004698280192105,-1.1318862783553747
31548,-1.093976004607774,1.7170679968232931,0.6109296967066042,0.8416817754847242,1.0966480076401977,2.521841818620487,0.31819403309214395,1.4086330939071643,4.2004698280192105,-1.1318862783553747
31558,-1.093976004607774,1.7170679968232931,0.6109296967066042,0.8416817754847242,1.0966480076401977,2.521841818620487,0.31819403309214395,1.342958328185042,2.0628052511295065,-0.8846178903280576
31560,-1.093976004607774,1.7170679968232931,0.6109296967066042,0.8416817754847242,1.0966480076401977,2.521841818620487,0.31819403309214395,1.5371272007547963,3.1996905317225326,-1.0106762842243369
31561,-0.9425114358462658,1.7170679968232931,0.6109296967066042,0.8416817754847242,1.0966480076401977,2.521841818620487,0.31819403309214395,1.5371272007547963,3.1996905317225326,-1.0106762842243369
31562,-0.7910468670847578,1.7170679968232931,0.6109296967066042,1.698588523129799,1.0966480076401977,2.521841818620487,0.31819403309214395,1.5371272007547963,3.583989781500457,-1.0106762842243369
31566,-0.7910468670847578,1.2916095553511866,0.5350958240345384,1.6388043314336311,0.5698322442877193,2.778385449920144,-0.4641783052164506,1.2658618640764623,1.5504062514256076,-0.39492951403866494
31942,1.0265279580533395,0.7753715792223492,0.7625974420507362,0.4231924336115482,0.8692854150354441,0.19014525858582818,0.46641325305947945,1.4743078596292876,4.224488531130331,-0.642197902065982
31988,-1.2454405733692822,-0.09098912497051932,-0.33699371169422027,-0.3739301223373587,0.2315610699245493,-0.04359449437608105,0.16622242780917978,0.36069226694981077,1.3822753296477657,-0.35129391615149136
31989,-1.093976004607774,0.050265337669622275,-0.4697029888703357,-0.19457754724885465,0.4533782334413823,-0.04359449437608105,0.17560339109825113,0.35212599315996873,1.3822753296477657,-0.35129391615149136
31990,-0.9425114358462658,0.050265337669622275,-0.35595217986223676,-0.09493722775524129,0.4533782334413823,-0.04359449437608105,0.672794445419061,0.36069226694981077,1.3822753296477657,-0.35129391615149136
31997,0.11774054548429082,0.050265337669622275,-0.35595217986223676,-0.13479335555268662,0.4533782334413823,-0.04359449437608105,0.672794445419061,0.43207788186516183,1.0780384235735756,-0.4967459091087367
31998,0.2692051142457989,0.050265337669622275,-0.35595217986223676,-0.13479335555268662,0.4533782334413823,-0.04359449437608105,0.672794445419061,0.43207788186516183,1.0219947829809617,-0.4967459091087367
32001,0.2692051142457989,0.050265337669622275,-0.35595217986223676,-0.13479335555268662,0.4533782334413823,-0.04359449437608105,0.672794445419061,0.7033432185434959,1.0780384235735756,-0.4967459091087367
32003,0.8750633892918314,0.6812019374622548,0.11800952433817553,0.6224730725987749,0.8748308441233646,0.6405218557563371,-1.2596839921297458,0.3892465129159512,0.2213713459436194,-0.4967459091087367
32013,-1.093976004607774,0.050265337669622275,-0.2422013708541378,-0.1547214194514093,0.4533782334413823,-0.04359449437608105,0.17560339109825113,0.05516183511210803,0.14130900223988516,-0.08463192906320822
32014,-0.9425114358462658,0.050265337669622275,-0.2611598390221543,-0.5333546335271401,0.4533782334413823,-0.04359449437608105,0.17560339109825113,0.05516183511210803,0.14931523661025858,-0.08463192906320822
32015,-0.7910468670847578,0.050265337669622275,-0.24030552403733627,-0.19457754724885465,0.4533782334413823,-0.04359449437608105,0.05365086834031698,0.03231843833919577,0.14130900223988516,-0.2009935234290045
32016,-0.6395822983232496,0.050265337669622275,-0.24030552403733627,-0.19457754724885465,0.4533782334413823,-0.04359449437608105,0.05365086834031698,0.03231843833919577,0.06124665853615094,-0.2543259208466611
32021,0.11774054548429082,0.050265337669622275,-0.22324290268612132,-0.21450561114757732,0.4533782334413823,-0.04359449437608105,0.05365086834031698,0.11798117623761707,0.06124665853615094,-0.2543259208466611
32022,0.2692051142457989,0.050265337669622275,-0.22324290268612132,-0.21450561114757732,0.4533782334413823,-0.04359449437608105,0.05365086834031698,0.11798117623761707,0.06124665853615094,-0.2543259208466611
32023,-0.7910468670847578,0.050265337669622275,-0.24030552403733627,-0.19457754724885465,0.4533782334413823,-0.04359449437608105,0.05365086834031698,0.03231843833919577,0.14130900223988516,-0.2009935234290045
32025,-1.093976004607774,0.050265337669622275,-0.2422013708541378,-0.1547214194514093,0.4533782334413823,-0.04359449437608105,0.17560339109825113,0.05516183511210803,0.14130900223988516,-0.08463192906320822
32029,0.5721342517688152,0.6812019374622548,-0.05261668917397289,0.5427608170038842,0.8748308441233646,0.6405218557563371,-0.9594931668794459,0.3892465129159512,0.2213713459436194,-0.4967459091087367
32030,0.7235988205303232,0.6812019374622548,-0.07157515734198938,0.5427608170038842,0.8748308441233646,0.6405218557563371,-1.2596839921297458,0.3892465129159512,0.2213713459436194,-0.4967459091087367
32031,0.8750633892918314,0.6812019374622548,-0.07157515734198938,0.5427608170038842,0.8748308441233646,0.6405218557563371,-1.2596839921297458,0.3892465129159512,0.2213713459436194,-0.4967459091087367
32034,0.5721342517688152,0.6812019374622548,-0.05261668917397289,0.5427608170038842,0.8748308441233646,0.6405218557563371,-0.9594931668794459,0.3892465129159512,0.2213713459436194,-0.4967459091087367
32035,0.7235988205303232,0.6812019374622548,-0.05261668917397289,0.5427608170038842,0.8748308441233646,0.6405218557563371,-1.2596839921297458,0.5248791812551182,0.2213713459436194,-0.4967459091087367
32036,0.8750633892918314,0.6812019374622548,-0.05261668917397289,0.5427608170038842,0.8748308441233646,0.6405218557563371,-1.2596839921297458,0.5248791812551182,0.2213713459436194,-0.4967459091087367
32040,0.11774054548429082,0.050265337669622275,-0.22324290268612132,-0.21450561114757732,0.4533782334413823,-0.04359449437608105,0.05365086834031698,0.11798117623761707,0.06124665853615094,-0.2543259208466611
32048,0.5721342517688152,0.6812019374622548,-0.05261668917397289,0.5427608170038842,0.8748308441233646,0.6405218557563371,-0.6761880755494752,0.6390961651196799,0.2213713459436194,-0.424019912630114
32049,0.7235988205303232,0.6812019374622548,-0.05261668917397289,0.5427608170038842,0.8748308441233646,0.6405218557563371,-0.6761880755494752,0.6390961651196799,0.2213713459436194,-0.424019912630114
32050,0.8750633892918314,0.6812019374622548,-0.05261668917397289,0.5427608170038842,0.8748308441233646,0.6405218557563371,-0.6968261947854332,0.6390961651196799,0.2213713459436194,-0.424019912630114
32054,0.11774054548429082,0.050265337669622275,-0.22324290268612132,-0.21450561114757732,0.4533782334413823,-0.04359449437608105,0.05365086834031698,0.11798117623761707,0.06124665853615094,-0.2543259208466611
32055,-1.39690514213079,0.050265337669622275,-0.2990767753581873,-0.21450561114757732,0.4533782334413823,-0.04359449437608105,0.16622242780917978,0.0608726843053362,0.14130900223988516,-0.08463192906320822
32057,-1.2454405733692822,0.050265337669622275,-0.2422013708541378,-0.16468545140077062,0.4533782334413823,-0.04359449437608105,0.16622242780917978,0.0608726843053362,0.14130900223988516,-0.08463192906320822
32060,-0.7910468670847578,0.050265337669622275,-0.22324290268612132,-0.19457754724885465,0.4533782334413823,-0.04359449437608105,0.05365086834031698,0.0608726843053362,0.14130900223988516,-0.08463192906320822
32066,0.11774054548429082,0.050265337669622275,-0.2611598390221543,-0.2184912239273219,0.4533782334413823,-0.04359449437608105,0.034888941762173296,0.18936679115296814,0.13330276786951176,-0.08463192906320822
32069,0.5721342517688152,0.11618408690168835,-0.4697029888703357,0.024631155637094743,0.15392506269365744,0.6405218557563371,-0.2502923422256117,0.17508966816989793,-0.25900271627878596,-0.011905932584585546
32070,0.7235988205303232,0.11618408690168835,-0.4697029888703357,0.024631155637094743,0.15392506269365744,0.6405218557563371,-0.2502923422256117,0.17508966816989793,-0.25900271627878596,-0.011905932584585546
32071,0.8750633892918314,0.11618408690168835,-0.4697029888703357,0.024631155637094743,0.15392506269365744,0.6405218557563371,-0.22777803033183933,0.17508966816989793,-0.25900271627878596,-0.011905932584585546
32075,0.11774054548429082,0.050265337669622275,-0.2611598390221543,-0.2184912239273219,0.4533782334413823,-0.04359449437608105,0.034888941762173296,0.18936679115296814,0.13330276786951176,-0.08463192906320822
32078,0.5721342517688152,0.11618408690168835,-0.4697029888703357,0.024631155637094743,0.15392506269365744,0.6405218557563371,-0.2502923422256117,0.17508966816989793,-0.25900271627878596,-0.011905932584585546
32079,0.7235988205303232,0.11618408690168835,-0.4697029888703357,0.024631155637094743,0.15392506269365744,0.6405218557563371,-0.22777803033183933,0.17508966816989793,-0.25900271627878596,-0.011905932584585546
32080,0.8750633892918314,0.11618408690168835,-0.4697029888703357,0.024631155637094743,0.15392506269365744,0.6405218557563371,-0.22777803033183933,0.17508966816989793,-0.25900271627878596,-0.011905932584585546
32081,0.8750633892918314,0.11618408690168835,-0.4697029888703357,0.024631155637094743,0.15392506269365744,0.6405218557563371,-0.2502923422256117,0.17508966816989793,-0.25900271627878596,-0.011905932584585546
32086,0.5721342517688152,0.6812019374622548,0.004258715330076581,0.5228327531051615,0.8748308441233646,0.6405218557563371,-0.5335974335555826,0.33213802098367035,-0.29102765376027967,-0.011905932584585546
32087,0.7235988205303232,0.6812019374622548,0.004258715330076581,0.5228327531051615,0.8748308441233646,0.6405218557563371,-0.22777803033183933,0.33213802098367035,-0.25900271627878596,-0.011905932584585546
32088,0.8750633892918314,0.6812019374622548,-0.012803906021138367,0.5228327531051615,0.8748308441233646,0.6405218557563371,-0.22777803033183933,0.33213802098367035,-0.25900271627878596,-0.011905932584585546
32091,0.7235988205303232,0.6812019374622548,0.004258715330076581,0.5228327531051615,0.8748308441233646,0.6405218557563371,-0.22777803033183933,0.33213802098367035,-0.25900271627878596,-0.011905932584585546
32094,0.5721342517688152,0.6812019374622548,0.004258715330076581,0.5228327531051615,0.8748308441233646,0.6405218557563371,-0.5335974335555826,0.33213802098367035,-0.2990338881306531,-0.011905932584585546
32095,0.7235988205303232,0.6812019374622548,0.004258715330076581,0.5228327531051615,0.8748308441233646,0.6405218557563371,-0.22777803033183933,0.33213802098367035,-0.25900271627878596,-0.011905932584585546
32098,0.8750633892918314,0.6812019374622548,0.004258715330076581,0.5228327531051615,0.8748308441233646,0.6405218557563371,-0.22777803033183933,0.33213802098367035,-0.25900271627878596,-0.011905932584585546
32099,0.7235988205303232,0.6812019374622548,0.004258715330076581,0.5228327531051615,0.8748308441233646,0.6405218557563371,-0.22777803033183933,0.33213802098367035,-0.25900271627878596,-0.011905932584585546
32117,0.11774054548429082,0.050265337669622275,-0.22324290268612132,-0.21450561114757732,0.4533782334413823,-0.04359449437608105,0.05365086834031698,0.11798117623761707,0.06124665853615094,-0.2543259208466611
32118,0.2692051142457989,0.050265337669622275,-0.22324290268612132,-0.21450561114757732,0.4533782334413823,-0.04359449437608105,0.05365086834031698,0.11798117623761707,0.06124665853615094,-0.2543259208466611
32137,-1.39690514213079,-0.3621976932395912,0.6488466330426372,-0.21450561114757732,-0.7666161659011991,-1.3833223467187332,0.16622242780917978,-0.5102122350174725,-0.7393767785011913,0.10930406154645224
32140,-0.9425114358462658,-0.30757930101873643,0.8573897828908187,-0.13479335555268662,-0.4338904206259496,-0.9386467191326616,0.31819403309214395,-0.5144953719123937,-0.7233643097604445,0.15778805919886735
32141,-0.7910468670847578,-0.30757930101873643,0.8763482510588352,-0.07500916385651861,-0.4338904206259496,-0.9386467191326616,0.3163178404343293,-0.5530436039666832,-0.6993456066493242,0.15778805919886735
32142,-0.6395822983232496,-0.30757930101873643,0.8763482510588352,-0.07500916385651861,-0.4338904206259496,-0.9386467191326616,0.3163178404343293,-0.5530436039666832,-0.6993456066493242,0.15778805919886735
32148,0.2692051142457989,-0.30757930101873643,0.9142651873948682,-0.09493722775524129,-0.3229818388675331,-1.0925728979124556,0.3163178404343293,-0.48165798905133206,-0.8594702940567928,0.1335460603726598
32153,0.420669683007307,-0.30757930101873643,0.9142651873948682,-0.09493722775524129,-0.3229818388675331,-1.0925728979124556,0.3163178404343293,-0.48165798905133206,-0.8594702940567928,0.1820300580250749
32155,0.11774054548429082,-0.30757930101873643,0.9142651873948682,-0.09493722775524129,-0.3229818388675331,-1.0925728979124556,0.3163178404343293,-0.45310374308519163,-0.8594702940567928,0.1820300580250749
32172,-1.39690514213079,0.21977069283779221,1.3123930189232145,0.4231924336115482,-0.1566189662299084,-0.2146235819091856,0.16622242780917978,-0.13900703745764684,-0.45115234116774816,0.10930406154645224
32174,0.8750633892918314,-0.13807394585056654,0.9142651873948682,0.024631155637094743,-0.21207325710911665,-0.8759360537038565,0.31819403309214395,-0.5102122350174725,-0.827445356575299,0.1432428599031428
32183,0.8750633892918314,3.05051012414623,1.6157285096114784,2.834488165356991,1.573554909201389,0.9768790612381097,0.4288893999031921,1.3315366297985856,1.5584124857959811,-0.20584192319424602
32184,1.0265279580533395,3.05051012414623,1.6157285096114784,2.834488165356991,1.573554909201389,0.9768790612381097,0.4288893999031921,1.3315366297985856,1.5584124857959811,-0.09432872859369125
32185,1.1779925268148475,3.05051012414623,1.6157285096114784,2.834488165356991,1.573554909201389,0.9768790612381097,0.4288893999031921,1.3315366297985856,1.5584124857959811,32.5257048919512
32186,1.1779925268148475,3.05051012414623,1.6157285096114784,2.834488165356991,1.573554909201389,0.9768790612381097,0.4288893999031921,1.3315366297985856,1.5584124857959811,32.5257048919512
32187,1.0265279580533395,3.05051012414623,1.6157285096114784,2.834488165356991,1.573554909201389,0.9768790612381097,0.4288893999031921,1.3315366297985856,1.5584124857959811,-0.20584192319424602
32188,0.8750633892918314,3.05051012414623,1.6157285096114784,2.834488165356991,1.573554909201389,0.9768790612381097,0.4288893999031921,1.2744281378663047,1.5584124857959811,-0.09432872859369125
32189,1.0265279580533395,3.05051012414623,1.6157285096114784,2.834488165356991,1.573554909201389,0.9768790612381097,0.4288893999031921,1.2887052608493748,1.5584124857959811,-0.09432872859369125
32190,1.1779925268148475,3.05051012414623,1.6157285096114784,2.834488165356991,1.573554909201389,0.9768790612381097,0.4288893999031921,1.2887052608493748,1.5584124857959811,-0.09432872859369125
32191,1.1779925268148475,3.05051012414623,1.6157285096114784,2.834488165356991,1.573554909201389,0.9768790612381097,0.4288893999031921,1.2887052608493748,1.5584124857959811,-0.09432872859369125
32192,1.0265279580533395,3.05051012414623,1.6157285096114784,2.834488165356991,1.573554909201389,0.9768790612381097,0.4288893999031921,1.2887052608493748,1.5584124857959811,-0.09432872859369125
32195,-1.5483697108922982,2.74163369917312,1.1417668054110661,2.4159988234838154,1.0966480076401977,1.455760506330802,1.742224260373255,1.7027418273584112,1.6624935326108357,-0.2543259208466611
32197,-1.2454405733692822,2.74163369917312,1.1796837417470991,2.4159988234838154,1.0966480076401977,1.455760506330802,1.5546049945918174,1.7027418273584112,1.7025247044627028,-0.2543259208466611
32198,-1.093976004607774,2.74163369917312,1.1796837417470991,2.4159988234838154,1.0966480076401977,1.455760506330802,1.5245859120667873,1.6927478412702621,1.7025247044627028,-0.2543259208466611
32199,-0.9425114358462658,2.74163369917312,1.1417668054110661,1.3598114368515137,1.0966480076401977,1.455760506330802,1.5245859120667873,1.6927478412702621,1.6945184700923293,-0.25917432061190265
32201,-1.2454405733692822,2.74163369917312,1.1796837417470991,2.4159988234838154,1.0966480076401977,1.455760506330802,1.5546049945918174,1.7027418273584112,1.7025247044627028,-0.2543259208466611
32202,-1.093976004607774,2.74163369917312,1.1796837417470991,2.4159988234838154,1.0966480076401977,1.455760506330802,1.5245859120667873,1.6927478412702621,1.7025247044627028,-0.2543259208466611
32203,-0.9425114358462658,2.74163369917312,1.1417668054110661,1.3598114368515137,1.0966480076401977,1.455760506330802,1.5245859120667873,1.6927478412702621,1.6945184700923293,-0.27371951990762716
32205,-1.093976004607774,2.74163369917312,1.1796837417470991,2.4159988234838154,1.0966480076401977,1.455760506330802,1.5546049945918174,1.7027418273584112,1.7025247044627028,-0.2543259208466611
32212,0.2692051142457989,2.74163369917312,1.2934345507551979,2.834488165356991,1.0966480076401977,1.8719312859946895,1.5546049945918174,1.9026215491213943,1.7025247044627028,-0.20584192319424602
32213,0.420669683007307,2.74163369917312,1.2934345507551979,2.834488165356991,1.0966480076401977,1.8719312859946895,1.5546049945918174,1.9026215491213943,1.7025247044627028,-0.20584192319424602
32214,0.5721342517688152,2.74163369917312,1.2934345507551979,2.834488165356991,1.0966480076401977,1.8719312859946895,1.5546049945918174,1.9026215491213943,1.7025247044627028,-0.20584192319424602
32215,0.7235988205303232,2.74163369917312,1.2934345507551979,2.834488165356991,1.0966480076401977,1.455760506330802,1.5546049945918174,1.9026215491213943,1.7025247044627028,-0.20584192319424602
32216,-0.9425114358462658,2.74163369917312,0.4971788876985053,1.4993078841425724,1.0966480076401977,1.455760506330802,0.5302038034251682,2.236706226925237,1.7985995169071838,-0.27371951990762716
32223,0.420669683007307,2.74163369917312,1.2934345507551979,2.834488165356991,1.0966480076401977,1.8719312859946895,1.5546049945918174,2.2452725007150796,1.782587048166437,-0.30280991849907624
32225,0.11774054548429082,2.74163369917312,1.2934345507551979,2.834488165356991,1.0966480076401977,1.8719312859946895,1.5546049945918174,1.9026215491213943,1.7025247044627028,-0.20584192319424602
32226,-1.2454405733692822,0.050265337669622275,-0.4697029888703357,-0.19457754724885465,0.4533782334413823,-0.04359449437608105,0.16622242780917978,0.0608726843053362,0.14130900223988516,0.15778805919886735
32227,-1.093976004607774,0.050265337669622275,-0.4317860525343027,-0.19457754724885465,0.4533782334413823,-0.04359449437608105,0.17560339109825113,0.05516183511210803,0.14130900223988516,0.15778805919886735
32228,-0.9425114358462658,0.050265337669622275,-0.4507445207023192,-0.5532826974258627,0.4533782334413823,-0.04359449437608105,0.17560339109825113,0.05516183511210803,0.14931523661025858,0.16263645896410886
32229,-0.7910468670847578,0.050265337669622275,-0.39386911619826975,-0.19457754724885465,0.4533782334413823,-0.04359449437608105,0.05365086834031698,0.0608726843053362,0.14130900223988516,0.15778805919886735
32230,-0.6395822983232496,0.050265337669622275,-0.39386911619826975,-0.19457754724885465,0.4533782334413823,-0.04359449437608105,0.05365086834031698,0.0608726843053362,0.14130900223988516,0.15778805919886735
32235,0.11774054548429082,0.050265337669622275,-0.39386911619826975,-0.21450561114757732,0.4533782334413823,-0.04359449437608105,0.05365086834031698,0.18936679115296814,0.14130900223988516,0.15778805919886735
32236,0.2692051142457989,0.050265337669622275,-0.39386911619826975,-0.21450561114757732,0.4533782334413823,-0.04359449437608105,0.05365086834031698,0.18936679115296814,0.14130900223988516,0.15778805919886735
32237,0.420669683007307,0.050265337669622275,-0.39386911619826975,-0.21450561114757732,0.4533782334413823,-0.04359449437608105,0.05365086834031698,0.18936679115296814,0.14130900223988516,0.15778805919886735
32238,1.0265279580533395,0.6812019374622548,0.174884928842225,0.6224730725987749,0.8748308441233646,0.6405218557563371,0.05365086834031698,0.08942693027147663,0.7017454081660248,0.3759660486347354
32239,1.0265279580533395,0.6812019374622548,0.174884928842225,0.6224730725987749,0.8748308441233646,0.6405218557563371,0.05365086834031698,0.08942693027147663,0.7017454081660248,0.3759660486347354
32240,1.1779925268148475,0.6812019374622548,0.174884928842225,0.6224730725987749,0.8748308441233646,0.6405218557563371,0.05365086834031698,0.08942693027147663,0.7017454081660248,0.3759660486347354
32241,0.7235988205303232,0.6812019374622548,0.174884928842225,0.6224730725987749,0.8748308441233646,0.6405218557563371,0.05365086834031698,0.0608726843053362,0.38149603335108784,0.23051405567749003
32242,0.8750633892918314,0.6812019374622548,0.17109323520862166,0.6224730725987749,0.8748308441233646,0.6405218557563371,0.05365086834031698,0.0608726843053362,0.38149603335108784,0.23051405567749003
32243,1.0265279580533395,0.6812019374622548,0.17109323520862166,0.6224730725987749,0.8748308441233646,0.6405218557563371,0.05365086834031698,0.0608726843053362,0.38149603335108784,0.23051405567749003
32244,1.1779925268148475,0.6812019374622548,0.174884928842225,0.6224730725987749,0.8748308441233646,0.6405218557563371,0.05365086834031698,0.0608726843053362,0.38149603335108784,0.23051405567749003
32245,1.1779925268148475,0.6812019374622548,0.174884928842225,0.6224730725987749,0.8748308441233646,0.6405218557563371,0.05365086834031698,0.0608726843053362,0.38149603335108784,0.23051405567749003
32246,1.0265279580533395,0.6812019374622548,0.174884928842225,0.6224730725987749,0.8748308441233646,0.6405218557563371,0.05365086834031698,0.08942693027147663,0.7017454081660248,0.3759660486347354
32247,1.1779925268148475,0.6812019374622548,0.174884928842225,0.6224730725987749,0.8748308441233646,0.6405218557563371,0.05365086834031698,0.08942693027147663,0.7017454081660248,0.3759660486347354
32249,0.7235988205303232,0.6812019374622548,0.174884928842225,0.044559219535817415,0.8748308441233646,0.6405218557563371,0.05365086834031698,0.0608726843053362,0.38149603335108784,0.23051405567749003
32250,0.8750633892918314,0.6812019374622548,0.174884928842225,0.6224730725987749,0.8748308441233646,0.6405218557563371,0.05365086834031698,0.08942693027147663,0.7017454081660248,0.3759660486347354
32264,-1.39690514213079,0.39869301218197156,0.9521821237309012,0.5228327531051615,-0.1566189662299084,0.1502384714947711,0.16622242780917978,-0.16756128342378726,-0.42713363805662785,0.10930406154645224
32265,-1.2454405733692822,0.39869301218197156,0.9521821237309012,0.5228327531051615,-0.1566189662299084,0.1502384714947711,0.4288893999031921,-0.16756128342378726,-0.45915857553812156,0.10930406154645224
32268,-0.7910468670847578,0.39869301218197156,0.9521821237309012,0.5228327531051615,-0.1566189662299084,0.1502384714947711,0.4288893999031921,-0.16756128342378726,-0.42713363805662785,0.10930406154645224
32269,-0.6395822983232496,0.39869301218197156,0.9521821237309012,0.5228327531051615,-0.1566189662299084,0.1502384714947711,0.4288893999031921,-0.16756128342378726,-0.45915857553812156,0.1820300580250749
32286,0.5721342517688152,0.39869301218197156,1.2934345507551979,0.7420414559911109,-0.1566189662299084,0.1502384714947711,-0.04015876455040179,-0.12472991447457663,-0.2990338881306531,0.15778805919886735
32290,0.2692051142457989,0.39869301218197156,1.1417668054110661,0.6623292003962202,-0.1566189662299084,0.1502384714947711,0.33507976701247333,-0.12472991447457663,-0.2990338881306531,0.15778805919886735
32291,0.420669683007307,0.39869301218197156,1.1417668054110661,0.6623292003962202,-0.1566189662299084,0.1502384714947711,0.33507976701247333,-0.12472991447457663,-0.37909623183438734,0.15778805919886735
32322,0.7235988205303232,0.6812019374622548,0.3075942060183404,0.6623292003962202,0.8748308441233646,0.6405218557563371,-0.22777803033183933,-0.06762142254229575,-0.41912740368625445,0.07051686342452015
32323,0.8750633892918314,0.6812019374622548,0.3075942060183404,0.6623292003962202,0.8748308441233646,0.6405218557563371,-0.22777803033183933,-0.06762142254229575,-0.41912740368625445,0.07051686342452015
32324,1.0265279580533395,0.6812019374622548,0.3075942060183404,0.6623292003962202,0.8748308441233646,0.6405218557563371,-0.22777803033183933,-0.06762142254229575,-0.41912740368625445,0.07051686342452015
32352,-1.2454405733692822,0.050265337669622275,-0.4697029888703357,-0.19457754724885465,0.4533782334413823,-0.04359449437608105,0.16622242780917978,0.4035236358990214,1.3822753296477657,-0.35129391615149136
32353,-1.093976004607774,0.050265337669622275,-0.4697029888703357,-0.19457754724885465,0.4533782334413823,-0.04359449437608105,0.17560339109825113,0.39781278670579323,1.3822753296477657,-0.35129391615149136
32354,-0.9425114358462658,0.050265337669622275,-0.4886614570383522,-0.5532826974258627,0.4533782334413823,-0.04359449437608105,0.17560339109825113,0.39781278670579323,1.3902815640181392,-0.35614231591673284
