,Year,Displacement (ccm),Power (hp),Torque (Nm),Bore (mm),Stroke (mm),Fuel capacity (lts),Dry weight (kg),Wheelbase (mm),Seat height (mm)
7421,-0.6395822983232496,-0.06650501811289479,0.023217183498093073,-1.4161678642405544,0.3424696516829658,-0.1576138860648174,-0.6217784884728581,-0.48165798905133206,-0.21897154442691888,0.15778805919886735
7422,-0.4881177295617416,-0.06650501811289479,0.023217183498093073,-0.06504513190715727,0.3424696516829658,-0.1576138860648174,-0.6217784884728581,-0.48165798905133206,-0.21897154442691888,0.15778805919886735
7427,0.2692051142457989,0.18586962180415822,0.6298881648746207,0.3773578866444861,0.6751953969582153,-0.07209934229826515,0.05365086834031698,-0.3246096362375597,0.12529653349913833,0.4729340439395656
7428,0.420669683007307,0.18586962180415822,0.6298881648746207,0.3773578866444861,0.6751953969582153,-0.07209934229826515,0.05365086834031698,-0.3246096362375597,0.12529653349913833,0.4729340439395656
7429,0.5721342517688152,0.18586962180415822,0.5730127603705714,0.32355211411793483,0.6751953969582153,-0.07209934229826515,0.05365086834031698,-0.3246096362375597,0.12529653349913833,0.4729340439395656
7430,0.7235988205303232,0.18586962180415822,0.6109296967066042,0.3434801780166575,0.6751953969582153,-0.07209934229826515,-0.22777803033183933,-0.3246096362375597,0.0852653616472712,0.3759660486347354
7432,1.0265279580533395,0.18586962180415822,0.6488466330426372,0.3434801780166575,0.6751953969582153,-0.07209934229826515,-0.22777803033183933,-0.3246096362375597,0.0852653616472712,0.3759660486347354
7433,1.0265279580533395,0.18586962180415822,0.6488466330426372,0.3434801780166575,0.6751953969582153,-0.07209934229826515,-0.22777803033183933,-0.3246096362375597,0.0852653616472712,0.3759660486347354
7434,0.7235988205303232,0.18586962180415822,0.6109296967066042,0.3434801780166575,0.6751953969582153,-0.07209934229826515,-0.22777803033183933,-0.3531638822037001,0.12529653349913833,0.4729340439395656
7437,1.1779925268148475,0.18586962180415822,0.6488466330426372,0.3434801780166575,0.6751953969582153,-0.07209934229826515,-0.22777803033183933,-0.3531638822037001,0.12529653349913833,0.4729340439395656
7438,-0.1851885920387254,-0.03241560779574057,0.5730127603705714,0.20398373072559878,0.3424696516829658,-0.07209934229826515,0.05365086834031698,-0.42454949711905116,0.14130900223988516,0.4729340439395656
7439,-0.03372402327721729,-0.03241560779574057,0.5730127603705714,0.20398373072559878,0.3424696516829658,-0.07209934229826515,0.05365086834031698,-0.42454949711905116,0.14130900223988516,0.4729340439395656
7440,0.11774054548429082,-0.03241560779574057,0.5730127603705714,0.20398373072559878,0.3424696516829658,-0.07209934229826515,0.05365086834031698,-0.42454949711905116,0.1813401740917523,0.4729340439395656
7457,-0.3366531608002335,0.4514280115676244,0.3834280786904064,0.4829766253077162,0.8970125604750482,0.15593944107920757,-0.4153972961132769,-0.45310374308519163,-0.25900271627878596,0.08506206272024469
7460,-0.1851885920387254,0.4514280115676244,0.3568862232551832,0.4829766253077162,0.8970125604750482,0.15593944107920757,-0.4153972961132769,-0.45310374308519163,-0.25900271627878596,0.08506206272024469
7461,-0.1851885920387254,0.4514280115676244,0.3568862232551832,0.4829766253077162,0.8970125604750482,0.15593944107920757,-0.4153972961132769,-0.45310374308519163,-0.25900271627878596,0.08506206272024469
7465,0.11774054548429082,0.678188508925932,1.0469744645709835,0.7818975837885562,1.340646887508714,-0.049295463960517545,0.33507976701247333,-0.26750114430527877,0.22937758031399283,-0.0361479314107931
7467,0.420669683007307,0.678188508925932,1.0469744645709835,0.7818975837885562,1.340646887508714,-0.049295463960517545,0.33507976701247333,-0.26750114430527877,0.22937758031399283,-0.0361479314107931
7471,0.2692051142457989,0.678188508925932,1.5209361687713958,1.100746606168119,1.340646887508714,-0.049295463960517545,0.33507976701247333,-0.29605539027141925,0.20535887720287255,0.1820300580250749
7472,0.420669683007307,0.678188508925932,1.3313514870912309,0.9413220949783376,1.340646887508714,-0.049295463960517545,0.14746050123103577,-0.1961155293899277,0.20535887720287255,0.1820300580250749
7474,0.7235988205303232,0.678188508925932,1.3692684234272638,0.9213940310796149,1.340646887508714,-0.049295463960517545,0.33507976701247333,-0.29605539027141925,0.21336511157324597,0.1820300580250749
7477,0.2692051142457989,0.678188508925932,1.2365591462511485,0.9014659671808922,1.340646887508714,-0.049295463960517545,0.33507976701247333,-0.26750114430527877,0.22937758031399283,-0.0361479314107931
7479,0.5721342517688152,0.678188508925932,1.2744760825871815,0.9014659671808922,1.340646887508714,-0.049295463960517545,0.14746050123103577,-0.22466977535606814,0.22937758031399283,-0.0361479314107931
7480,0.7235988205303232,0.677435151791851,1.2744760825871815,0.9014659671808922,1.340646887508714,-0.049295463960517545,0.14746050123103577,-0.22466977535606814,0.021215486684283823,-0.0361479314107931
7481,0.8750633892918314,0.677435151791851,1.2744760825871815,0.9014659671808922,1.340646887508714,-0.049295463960517545,0.14746050123103577,-0.22466977535606814,0.021215486684283823,0.012336066241622012
7482,0.11774054548429082,0.678188508925932,1.2365591462511485,0.9014659671808922,1.340646887508714,-0.049295463960517545,0.33507976701247333,-0.26750114430527877,0.22937758031399283,-0.0361479314107931
7489,-1.39690514213079,-0.41493269262524407,-0.6327458151152775,-0.43371431403352667,-0.10116467535070016,-0.4141575173644742,-0.3215876632225581,-0.49593511203440227,-0.33906505998252023,-0.10887392788941577
7502,-0.7910468670847578,-0.2680280514794968,-0.01659559965474145,-0.5612539229853518,0.3424696516829658,-0.6592992094952572,-0.13396839744112057,-0.5673207269497533,-0.25900271627878596,-0.10887392788941577
7503,-0.6395822983232496,-0.2680280514794968,-0.01659559965474145,-0.5612539229853518,0.3424696516829658,-0.6592992094952572,-0.3215876632225581,-0.5673207269497533,-0.25900271627878596,-0.10887392788941577
7505,-0.3366531608002335,-0.2680280514794968,-0.01659559965474145,-0.5612539229853518,0.3424696516829658,-0.6592992094952572,-0.13396839744112057,-0.5673207269497533,-0.25900271627878596,-0.10887392788941577
7507,-0.03372402327721729,-0.06650501811289479,0.13696799250619202,-0.015224972160350599,0.3424696516829658,-0.1576138860648174,-0.13396839744112057,-0.48165798905133206,-0.25900271627878596,-0.10887392788941577
7513,-0.1851885920387254,-0.06650501811289479,0.11421783070457217,-0.015224972160350599,0.3424696516829658,-0.1576138860648174,-0.13396839744112057,-0.48165798905133206,-0.25900271627878596,-0.10887392788941577
7515,0.11774054548429082,-0.06650501811289479,0.11421783070457217,-0.015224972160350599,0.3424696516829658,-0.1576138860648174,-0.13396839744112057,-0.48165798905133206,-0.25900271627878596,-0.10887392788941577
7518,-0.6395822983232496,-0.06650501811289479,0.11421783070457217,-0.413786250134804,0.3424696516829658,-0.1576138860648174,-0.13396839744112057,-0.48165798905133206,-0.25900271627878596,0.03657806506782957
7520,-0.3366531608002335,-0.06650501811289479,0.11421783070457217,-0.413786250134804,0.3424696516829658,-0.1576138860648174,-0.13396839744112057,-0.48165798905133206,-0.25900271627878596,0.03657806506782957
7526,0.420669683007307,-0.06650501811289479,-0.09053362551000588,-0.1965703536387268,0.3424696516829658,-0.1576138860648174,0.14746050123103577,-0.3674410051867703,-0.018815685167583293,-0.0361479314107931
7528,0.7235988205303232,-0.06650501811289479,-0.12845056184603887,-0.23443367504629997,0.3424696516829658,-0.1576138860648174,0.14746050123103577,-0.3674410051867703,-0.37909623183438734,0.06082006389403713
7532,-1.5483697108922982,-0.06650501811289479,-0.12845056184603887,-0.19457754724885465,0.3424696516829658,-0.1576138860648174,-0.13396839744112057,-0.31033251325448946,-0.33906505998252023,-0.10887392788941577
7534,0.11774054548429082,-0.0326039470792608,0.6109296967066042,0.21195495628508795,0.3424696516829658,-0.07209934229826515,0.33507976701247333,-0.30319395176295433,-0.018815685167583293,-0.0361479314107931
7535,0.2692051142457989,-0.0326039470792608,0.6109296967066042,0.21195495628508795,0.3424696516829658,-0.07209934229826515,0.33507976701247333,-0.30319395176295433,-0.018815685167583293,-0.0361479314107931
7539,0.8750633892918314,-0.0326039470792608,0.5540542922025549,0.14419953902943078,0.3424696516829658,-0.07209934229826515,0.14746050123103577,-0.2889168287798841,-0.018815685167583293,-0.0361479314107931
7543,0.7235988205303232,-0.0326039470792608,0.5540542922025549,0.14419953902943078,0.3424696516829658,-0.07209934229826515,0.14746050123103577,-0.2889168287798841,-0.018815685167583293,-0.0361479314107931
7546,0.420669683007307,-0.0326039470792608,0.6109296967066042,0.21195495628508795,0.3424696516829658,-0.07209934229826515,0.33507976701247333,-0.30319395176295433,-0.018815685167583293,-0.0361479314107931
7552,-0.1851885920387254,0.4514280115676244,0.3568862232551832,0.4829766253077162,0.8970125604750482,0.15593944107920757,-0.4153972961132769,-0.45310374308519163,-0.25900271627878596,0.08506206272024469
7555,1.0265279580533395,0.18586962180415822,0.5919712285385877,0.2836959863204895,0.6751953969582153,-0.07209934229826515,-0.3215876632225581,-0.49593511203440227,-0.06685309138982383,0.03657806506782957
7558,0.11774054548429082,-0.06650501811289479,0.13696799250619202,-0.015224972160350599,0.3424696516829658,-0.1576138860648174,-0.13396839744112057,-0.45310374308519163,-0.25900271627878596,0.03657806506782957
7559,-1.093976004607774,0.2894562277402621,0.26778142286550594,0.3056168566090843,0.6751953969582153,0.15593944107920757,-0.3215876632225581,-0.3246096362375597,-0.33906505998252023,0.03657806506782957
7567,-1.2454405733692822,0.2969897990810696,0.6678051012106537,0.4032643697128255,0.8970125604750482,-0.1576138860648174,-0.13396839744112057,-0.281778267288349,-0.33906505998252023,0.03657806506782957
7571,-1.093976004607774,0.3007565847514734,0.9142651873948682,0.4829766253077162,1.0079211422334646,-0.3001381256757379,-0.3215876632225581,-0.3388867592206299,-0.33906505998252023,0.03657806506782957
7575,-1.2454405733692822,0.2894562277402621,0.26778142286550594,-0.18660632168936545,0.6751953969582153,0.15593944107920757,-0.3215876632225581,-0.3246096362375597,-0.33906505998252023,0.03657806506782957
7576,-1.2454405733692822,-0.06650501811289479,-0.07157515734198938,-0.503462537679056,0.3424696516829658,-0.1576138860648174,-0.3215876632225581,-0.39599525115291073,-0.33906505998252023,0.03657806506782957
7578,-1.6998342796538064,0.2894562277402621,0.08009258800214254,0.10434341123198543,0.6751953969582153,0.15593944107920757,0.8041279314660672,-0.010512930610014886,-0.16292790383430492,0.1335460603726598
7580,-1.39690514213079,0.2894562277402621,-0.2289304431365262,0.1840556668268761,0.6751953969582153,0.15593944107920757,0.8041279314660672,-0.06762142254229575,-0.16292790383430492,0.2789980533299051
7592,-0.3366531608002335,0.678188508925932,1.3313514870912309,0.7818975837885562,1.340646887508714,-0.049295463960517545,0.8041279314660672,-0.16756128342378726,0.38149603335108784,0.2789980533299051
7593,-0.1851885920387254,0.678188508925932,1.2744760825871815,0.9014659671808922,1.340646887508714,-0.049295463960517545,0.8041279314660672,-0.06762142254229575,0.38149603335108784,0.2789980533299051
7594,-0.03372402327721729,0.678188508925932,1.2744760825871815,0.9014659671808922,1.340646887508714,-0.049295463960517545,0.8041279314660672,-0.06762142254229575,0.38149603335108784,0.2789980533299051
7595,0.11774054548429082,0.678188508925932,1.5209361687713958,1.1406027339655644,1.340646887508714,-0.049295463960517545,0.8041279314660672,0.11798117623761707,0.38149603335108784,0.15778805919886735
7596,0.2692051142457989,0.678188508925932,1.5209361687713958,1.1406027339655644,1.340646887508714,-0.049295463960517545,0.8041279314660672,0.11798117623761707,0.38149603335108784,0.15778805919886735
7597,0.420669683007307,0.678188508925932,1.5209361687713958,1.1406027339655644,1.340646887508714,-0.049295463960517545,0.8041279314660672,0.11798117623761707,0.38149603335108784,0.15778805919886735
7598,0.2692051142457989,0.678188508925932,1.5209361687713958,1.1406027339655644,1.340646887508714,-0.049295463960517545,2.6803205892804427,0.34641514396674056,0.893895033054987,0.3759660486347354
7599,0.420669683007307,0.678188508925932,1.5209361687713958,1.1406027339655644,1.340646887508714,-0.049295463960517545,2.6803205892804427,0.34641514396674056,0.893895033054987,0.3759660486347354
7600,0.5721342517688152,0.678188508925932,1.3692684234272638,0.9811782227757829,1.340646887508714,-0.049295463960517545,2.6803205892804427,0.34641514396674056,0.5896581269807969,0.3759660486347354
7601,0.7235988205303232,0.677435151791851,1.5209361687713958,1.1406027339655644,1.340646887508714,-0.049295463960517545,2.6803205892804427,0.34641514396674056,0.893895033054987,0.3759660486347354
7602,0.5721342517688152,0.678188508925932,1.3692684234272638,0.9811782227757829,1.340646887508714,-0.049295463960517545,2.6803205892804427,0.44635500484823204,0.893895033054987,0.3759660486347354
7603,0.2692051142457989,0.678188508925932,1.5209361687713958,1.1406027339655644,1.340646887508714,-0.049295463960517545,0.8041279314660672,0.16081254518682772,0.37348979898071444,0.15778805919886735
7604,0.420669683007307,0.678188508925932,1.5209361687713958,1.1406027339655644,1.340646887508714,-0.049295463960517545,0.8041279314660672,0.10370405325454685,0.37348979898071444,0.15778805919886735
7606,0.11774054548429082,0.678188508925932,1.5209361687713958,1.1406027339655644,1.340646887508714,-0.049295463960517545,0.8041279314660672,0.16081254518682772,0.37348979898071444,0.15778805919886735
7607,0.2692051142457989,0.678188508925932,1.5209361687713958,1.1406027339655644,1.340646887508714,-0.049295463960517545,0.8041279314660672,0.16081254518682772,0.37348979898071444,0.15778805919886735
7608,0.420669683007307,0.678188508925932,1.5209361687713958,1.1406027339655644,1.340646887508714,-0.049295463960517545,0.8041279314660672,0.16081254518682772,0.37348979898071444,0.15778805919886735
7609,0.420669683007307,0.678188508925932,1.5209361687713958,1.1406027339655644,1.340646887508714,-0.049295463960517545,0.8041279314660672,0.17508966816989793,0.37348979898071444,0.15778805919886735
7610,0.11774054548429082,0.678188508925932,1.5209361687713958,1.1406027339655644,1.340646887508714,-0.049295463960517545,0.8041279314660672,0.16081254518682772,0.37348979898071444,0.15778805919886735
7611,0.2692051142457989,0.678188508925932,1.5209361687713958,1.1406027339655644,1.340646887508714,-0.049295463960517545,0.8041279314660672,0.17508966816989793,0.37348979898071444,0.15778805919886735
7612,-0.1851885920387254,0.678188508925932,1.2744760825871815,0.9014659671808922,1.340646887508714,-0.049295463960517545,0.8041279314660672,0.2321981601021788,0.38149603335108784,0.2789980533299051
7613,-0.03372402327721729,0.678188508925932,1.3313514870912309,0.9014659671808922,1.340646887508714,-0.049295463960517545,0.8041279314660672,0.2321981601021788,0.38149603335108784,0.2789980533299051
7614,-0.3366531608002335,0.678188508925932,1.3313514870912309,0.7818975837885562,1.340646887508714,-0.049295463960517545,0.8041279314660672,-0.12472991447457663,0.38149603335108784,0.2789980533299051
7615,-0.1851885920387254,0.678188508925932,1.2744760825871815,0.9014659671808922,1.340646887508714,-0.049295463960517545,0.8041279314660672,-0.09617566850843619,0.38149603335108784,0.2789980533299051
7616,-0.03372402327721729,0.678188508925932,1.2744760825871815,0.9014659671808922,1.340646887508714,-0.049295463960517545,0.8041279314660672,-0.09617566850843619,0.38149603335108784,0.2789980533299051
7619,-0.4881177295617416,0.678188508925932,1.3313514870912309,0.7818975837885562,1.340646887508714,-0.049295463960517545,0.8041279314660672,-0.12472991447457663,0.38149603335108784,0.2789980533299051
7620,-0.3366531608002335,0.678188508925932,1.3313514870912309,0.7818975837885562,1.340646887508714,-0.049295463960517545,0.8041279314660672,-0.12472991447457663,0.38149603335108784,0.2789980533299051
7623,0.5721342517688152,0.7979722932447718,1.4830192324353628,1.0011062866745057,1.340646887508714,0.15593944107920757,0.8041279314660672,-0.1961155293899277,0.38149603335108784,0.15778805919886735
7624,0.7235988205303232,0.7979722932447718,1.4830192324353628,1.0011062866745057,1.340646887508714,0.15593944107920757,0.8041279314660672,0.11798117623761707,0.8218389237216261,0.15778805919886735
7625,0.8750633892918314,0.7979722932447718,1.4830192324353628,1.0011062866745057,1.340646887508714,0.15593944107920757,0.8041279314660672,0.11798117623761707,0.8218389237216261,0.15778805919886735
7626,0.5721342517688152,0.7979722932447718,1.4830192324353628,1.0011062866745057,1.340646887508714,0.15593944107920757,0.8041279314660672,0.17508966816989793,0.38149603335108784,0.15778805919886735
7627,0.7235988205303232,0.7979722932447718,1.4830192324353628,1.0011062866745057,1.340646887508714,0.15593944107920757,0.8041279314660672,0.17508966816989793,0.8218389237216261,0.15778805919886735
7628,0.8750633892918314,0.7979722932447718,1.4830192324353628,1.0011062866745057,1.340646887508714,0.15593944107920757,0.8041279314660672,0.17508966816989793,0.8218389237216261,0.15778805919886735
7629,0.7235988205303232,0.7979722932447718,1.4830192324353628,0.9811782227757829,1.340646887508714,0.15593944107920757,0.8041279314660672,0.34641514396674056,0.87788256431424,0.23051405567749003
7630,0.8750633892918314,0.7979722932447718,1.4830192324353628,0.9811782227757829,1.340646887508714,0.15593944107920757,2.6803205892804427,0.34641514396674056,0.87788256431424,0.23051405567749003
7631,1.0265279580533395,0.7979722932447718,1.4830192324353628,0.9811782227757829,1.340646887508714,0.15593944107920757,2.6803205892804427,0.34641514396674056,0.87788256431424,0.23051405567749003
7632,0.5721342517688152,0.7979722932447718,1.4830192324353628,1.0011062866745057,1.340646887508714,0.15593944107920757,0.8041279314660672,0.07514980728840641,0.38149603335108784,0.15778805919886735
7633,0.7235988205303232,0.7979722932447718,1.4830192324353628,1.0011062866745057,1.340646887508714,0.15593944107920757,0.8041279314660672,0.07514980728840641,0.8218389237216261,0.15778805919886735
7634,0.8750633892918314,0.7979722932447718,1.4830192324353628,1.0011062866745057,1.340646887508714,0.15593944107920757,2.6803205892804427,0.07514980728840641,0.8218389237216261,0.15778805919886735
7635,0.5721342517688152,0.7979722932447718,1.4830192324353628,1.0011062866745057,1.340646887508714,0.15593944107920757,0.8041279314660672,0.16081254518682772,0.38149603335108784,0.15778805919886735
7636,0.7235988205303232,0.7979722932447718,1.4830192324353628,1.0011062866745057,1.340646887508714,0.15593944107920757,0.8041279314660672,0.16081254518682772,0.8218389237216261,0.15778805919886735
7637,0.8750633892918314,0.7979722932447718,1.4830192324353628,1.0011062866745057,1.340646887508714,0.15593944107920757,0.8041279314660672,0.11798117623761707,0.8218389237216261,0.15778805919886735
7641,-1.39690514213079,-0.41493269262524407,-0.6327458151152775,-0.43371431403352667,-0.10116467535070016,-0.4141575173644742,-0.13396839744112057,-0.25322402132220856,-0.18694660694542517,0.1820300580250749
7642,-1.2454405733692822,-0.41493269262524407,-0.3332020180606169,-0.4616136034917384,-0.10116467535070016,-0.4141575173644742,-0.13396839744112057,-0.25322402132220856,-0.18694660694542517,0.1820300580250749
7643,0.420669683007307,0.18586962180415822,1.5209361687713958,0.34746579079640205,0.6751953969582153,-0.07209934229826515,0.8041279314660672,0.07086667039348518,0.893895033054987,0.23051405567749003
7644,0.5721342517688152,0.18586962180415822,0.6298881648746207,0.34746579079640205,0.6751953969582153,-0.07209934229826515,0.8041279314660672,0.07086667039348518,0.893895033054987,0.23051405567749003
7645,0.7235988205303232,0.18586962180415822,0.6298881648746207,0.34746579079640205,0.6751953969582153,-0.07209934229826515,0.8041279314660672,0.07086667039348518,0.893895033054987,0.23051405567749003
7646,0.8750633892918314,0.18586962180415822,0.6298881648746207,0.34746579079640205,0.6751953969582153,-0.07209934229826515,0.8041279314660672,0.04659556132226598,0.893895033054987,0.23051405567749003
7647,1.0265279580533395,0.18586962180415822,0.6298881648746207,0.34746579079640205,0.6751953969582153,-0.07209934229826515,0.8041279314660672,0.04659556132226598,0.893895033054987,0.23051405567749003
7648,0.7235988205303232,0.18586962180415822,0.6298881648746207,0.34746579079640205,0.6751953969582153,-0.07209934229826515,0.8041279314660672,0.07086667039348518,0.893895033054987,0.23051405567749003
7649,0.7235988205303232,0.18586962180415822,0.6298881648746207,0.34746579079640205,0.6751953969582153,-0.07209934229826515,0.8041279314660672,0.07086667039348518,0.893895033054987,0.23051405567749003
7650,0.8750633892918314,0.18586962180415822,0.6298881648746207,0.34746579079640205,0.6751953969582153,-0.07209934229826515,0.8041279314660672,0.04659556132226598,0.893895033054987,0.23051405567749003
7651,1.0265279580533395,0.18586962180415822,0.6298881648746207,0.34746579079640205,0.6751953969582153,-0.07209934229826515,0.8041279314660672,0.04659556132226598,0.893895033054987,0.23051405567749003
7653,1.1779925268148475,0.18586962180415822,0.250718801514291,0.3434801780166575,0.6751953969582153,-0.07209934229826515,0.8041279314660672,0.018041315356125548,0.893895033054987,0.1820300580250749
7659,1.0265279580533395,0.6020994383837754,1.8811470639637091,0.9213940310796149,0.06519819728692457,-0.8702350841194196,1.1793664630289422,0.20364391413603836,0.6777267050549045,0.23051405567749003
7660,1.1779925268148475,0.6020994383837754,1.7105208504515608,0.9213940310796149,0.06519819728692457,-0.8702350841194196,1.1793664630289422,0.20364391413603836,0.6777267050549045,0.23051405567749003
7662,0.7235988205303232,0.8412903284544153,2.449901109004204,1.2601711173579004,1.8951897963007966,-0.45406430445553214,0.24127013412175452,-0.46738086606826185,-0.37909623183438734,0.1820300580250749
7663,0.7235988205303232,0.21977069283779221,1.3313514870912309,0.46304856140899353,1.0079211422334646,-0.45406430445553214,0.24127013412175452,-0.3531638822037001,-0.411121169315881,0.1820300580250749
7664,0.5721342517688152,0.21977069283779221,1.3313514870912309,0.46304856140899353,1.0079211422334646,-0.45406430445553214,0.24127013412175452,-0.3531638822037001,-0.411121169315881,0.1820300580250749
7665,0.7235988205303232,0.21977069283779221,1.3313514870912309,0.46304856140899353,1.0079211422334646,-0.45406430445553214,0.24127013412175452,-0.3531638822037001,-0.411121169315881,0.1820300580250749
7666,0.11774054548429082,0.677435151791851,2.374067236332138,1.1406027339655644,1.6733726327839635,-0.45406430445553214,0.24127013412175452,-0.5530436039666832,-0.3630837630936405,0.1820300580250749
7670,0.8750633892918314,0.21977069283779221,1.4261438279313134,0.5029046892064388,1.0079211422334646,-0.45406430445553214,0.24127013412175452,-0.3531638822037001,-0.3710899974640139,0.1820300580250749
7671,1.0265279580533395,0.21977069283779221,1.4261438279313134,0.5029046892064388,1.0079211422334646,-0.45406430445553214,0.24127013412175452,-0.3531638822037001,-0.3710899974640139,0.1820300580250749
7673,1.1779925268148475,0.21977069283779221,1.3692684234272638,0.5029046892064388,1.0079211422334646,-0.45406430445553214,0.24127013412175452,-0.37457956667830544,-0.3550775287232671,0.20627205685128247
7675,0.7235988205303232,0.49851283244767164,2.5446934498442864,0.9014659671808922,-0.045710384471491915,-0.8702350841194196,0.05365086834031698,-0.3674410051867703,-0.10688426324169095,0.1820300580250749
7677,1.1779925268148475,0.49851283244767164,2.5636519180123027,0.8815379032821696,-0.045710384471491915,-0.8702350841194196,0.24127013412175452,-0.3674410051867703,-0.10688426324169095,0.2789980533299051
7678,0.7235988205303232,0.3007565847514734,2.601568854348336,0.6623292003962202,-0.045710384471491915,-1.1609845329256976,0.05365086834031698,-0.41027237413598094,-0.0908717945009441,0.1820300580250749
7679,0.8750633892918314,0.3007565847514734,2.677402727020402,0.6623292003962202,-0.045710384471491915,-1.1609845329256976,0.05365086834031698,-0.41027237413598094,-0.0908717945009441,0.1820300580250749
7680,1.0265279580533395,0.3007565847514734,2.677402727020402,0.6623292003962202,-0.045710384471491915,-1.1609845329256976,0.05365086834031698,-0.41027237413598094,-0.0908717945009441,0.1820300580250749
7684,1.1779925268148475,0.49851283244767164,2.5636519180123027,0.8815379032821696,-0.045710384471491915,-0.8702350841194196,0.05365086834031698,-0.3817181281698405,-0.10688426324169095,0.2789980533299051
7685,1.0265279580533395,0.49851283244767164,2.5446934498442864,0.9014659671808922,-0.045710384471491915,-0.8702350841194196,0.05365086834031698,-0.39599525115291073,-0.10688426324169095,0.20627205685128247
7687,0.7235988205303232,0.49851283244767164,2.7721950678604843,1.0808185422693963,-0.045710384471491915,-0.8702350841194196,0.05365086834031698,-0.3817181281698405,-0.14691543509355806,0.1820300580250749
7691,0.5721342517688152,0.4533114044028263,0.08957182208615079,0.1840556668268761,0.8970125604750482,0.1274345931570235,-0.13396839744112057,-0.16756128342378726,0.2533962834251131,0.08506206272024469
7692,0.7235988205303232,0.4533114044028263,0.08957182208615079,0.1840556668268761,0.8970125604750482,0.1274345931570235,-0.13396839744112057,-0.16756128342378726,0.2533962834251131,0.08506206272024469
7693,1.0265279580533395,0.4533114044028263,0.11800952433817553,0.1840556668268761,0.8970125604750482,0.1274345931570235,-0.13396839744112057,-0.16756128342378726,0.2533962834251131,0.08506206272024469
7694,1.1779925268148475,0.4533114044028263,0.11800952433817553,0.1840556668268761,0.8970125604750482,0.1274345931570235,-0.13396839744112057,-0.16756128342378726,0.2533962834251131,0.08506206272024469
7695,1.1779925268148475,0.4533114044028263,0.11800952433817553,0.1840556668268761,0.8970125604750482,0.1274345931570235,-0.13396839744112057,-0.16756128342378726,0.2533962834251131,0.08506206272024469
7696,0.5721342517688152,0.4533114044028263,0.08957182208615079,0.1840556668268761,0.8970125604750482,0.1274345931570235,-0.13396839744112057,-0.09617566850843619,0.2533962834251131,0.08506206272024469
7697,0.7235988205303232,0.4533114044028263,0.11800952433817553,0.1840556668268761,0.8970125604750482,0.1274345931570235,-0.13396839744112057,-0.09617566850843619,0.2533962834251131,0.08506206272024469
7698,0.5721342517688152,0.4533114044028263,0.08957182208615079,0.1840556668268761,0.8970125604750482,0.1274345931570235,-0.13396839744112057,-0.16756128342378726,0.2533962834251131,0.08506206272024469
7699,0.7235988205303232,0.4533114044028263,0.08957182208615079,0.1840556668268761,0.8970125604750482,0.1274345931570235,-0.13396839744112057,-0.16756128342378726,0.2533962834251131,0.08506206272024469
7700,1.1779925268148475,0.4533114044028263,0.11800952433817553,0.1840556668268761,0.8970125604750482,0.1274345931570235,-0.13396839744112057,-0.16756128342378726,0.2533962834251131,0.08506206272024469
7701,1.1779925268148475,0.4533114044028263,0.11800952433817553,0.1840556668268761,0.8970125604750482,0.1274345931570235,-0.13396839744112057,-0.09617566850843619,0.2533962834251131,0.08506206272024469
7702,0.420669683007307,-0.06650501811289479,-0.09053362551000588,-0.21450561114757732,0.3424696516829658,-0.1576138860648174,-0.4153972961132769,-0.41027237413598094,-0.3710899974640139,0.06082006389403713
7703,0.5721342517688152,-0.06650501811289479,-0.12845056184603887,-0.21450561114757732,0.3424696516829658,-0.1576138860648174,-0.4153972961132769,-0.41027237413598094,-0.3710899974640139,0.06082006389403713
7704,0.7235988205303232,-0.06650501811289479,-0.12845056184603887,-0.23443367504629997,0.3424696516829658,-0.1576138860648174,-0.4153972961132769,-0.29605539027141925,-0.3710899974640139,0.06082006389403713
7705,0.8750633892918314,-0.06650501811289479,-0.12845056184603887,-0.23443367504629997,0.3424696516829658,-0.1576138860648174,-0.4153972961132769,-0.29605539027141925,-0.3710899974640139,0.06082006389403713
7706,0.11774054548429082,-0.06650501811289479,-0.11328378731162572,-0.21450561114757732,0.3424696516829658,-0.1576138860648174,-0.4153972961132769,-0.34602532071216496,-0.2990338881306531,-0.011905932584585546
7709,0.420669683007307,-0.06650501811289479,-0.09053362551000588,-0.21450561114757732,0.3424696516829658,-0.1576138860648174,-0.4153972961132769,-0.13900703745764684,0.1813401740917523,0.23051405567749003
7710,0.5721342517688152,-0.06650501811289479,-0.12845056184603887,-0.23443367504629997,0.3424696516829658,-0.1576138860648174,-0.4153972961132769,-0.13900703745764684,0.1813401740917523,0.23051405567749003
7711,0.7235988205303232,-0.06650501811289479,-0.12845056184603887,-0.23443367504629997,0.3424696516829658,-0.1576138860648174,-0.4153972961132769,-0.1104527914915064,0.1813401740917523,0.23051405567749003
7712,0.8750633892918314,-0.06650501811289479,-0.12845056184603887,-0.23443367504629997,0.3424696516829658,-0.1576138860648174,-0.4153972961132769,-0.1104527914915064,0.1813401740917523,0.23051405567749003
7713,1.0265279580533395,-0.06650501811289479,-0.12845056184603887,-0.25037612616527805,0.3424696516829658,-0.1576138860648174,-0.4153972961132769,-0.1104527914915064,0.1813401740917523,0.23051405567749003
7714,1.1779925268148475,-0.06650501811289479,-0.12845056184603887,-0.25037612616527805,0.3424696516829658,-0.1576138860648174,-0.4153972961132769,-0.1104527914915064,0.1813401740917523,0.23051405567749003
